#z(nm),hydrogen bonding,err
2.6,1.691,0.918,2.764,0.739,152.565,40.206
2.7,1.705,0.93,2.764,0.752,152.311,40.84
2.8,1.737,0.937,2.789,0.746,152.492,40.12
2.9,1.711,0.928,2.763,0.773,151.585,41.831
3.0,1.74,0.956,2.764,0.775,151.461,41.859
3.1,1.669,0.966,2.696,0.88,147.768,47.681
3.2,1.665,0.965,2.69,0.886,147.499,48.039
3.3,1.688,0.973,2.71,0.861,148.467,46.595
3.4,1.707,0.992,2.696,0.884,147.669,47.873
3.5,1.758,0.971,2.759,0.788,151.043,42.523
3.6,1.754,0.971,2.753,0.799,150.757,43.171
3.7,1.742,0.981,2.735,0.829,149.682,44.814
3.8,1.771,0.986,2.755,0.795,150.781,42.957
3.9,1.773,0.975,2.762,0.777,151.266,41.982
4.0,1.783,0.982,2.768,0.776,151.398,41.862
4.1,1.751,0.995,2.738,0.836,149.402,45.044
4.2,1.763,0.99,2.751,0.818,150.077,44.02
4.3,1.776,0.987,2.752,0.804,150.605,43.453
4.4,1.75,0.978,2.747,0.806,150.364,43.539
4.5,1.774,0.975,2.761,0.776,151.511,41.993
4.6,1.787,0.979,2.758,0.782,151.208,42.301
4.7,1.801,0.979,2.774,0.764,151.838,41.224
4.8,1.799,0.992,2.755,0.808,150.387,43.532
4.9,1.784,1.015,2.741,0.839,149.31,45.121
5.0,1.801,0.993,2.766,0.792,151.07,42.673
5.1,1.825,0.989,2.779,0.753,152.262,40.706
5.2,1.817,0.989,2.77,0.772,151.574,41.67
5.3,1.85,0.992,2.788,0.743,152.528,40.038
5.4,1.865,1.001,2.795,0.733,152.931,39.482
5.5,1.857,1.005,2.781,0.763,151.843,41.1
5.6,1.871,0.986,2.816,0.699,153.885,37.557
5.7,1.901,1.017,2.802,0.73,152.875,39.233
5.8,1.899,1.005,2.801,0.737,152.629,39.607
5.9,1.91,1.016,2.81,0.709,153.595,38.147
6.0,1.911,0.996,2.825,0.68,154.495,36.577
6.1,1.915,1.012,2.808,0.72,153.197,38.668
6.2,1.904,1.016,2.807,0.715,153.384,38.462
6.3,1.912,0.997,2.822,0.693,154.009,37.177
6.4,1.929,1.013,2.822,0.692,154.034,37.124
6.5,1.929,1.007,2.819,0.69,154.072,37.096
6.6,1.945,1.001,2.838,0.652,155.065,34.945
6.7,1.918,1.01,2.816,0.7,153.816,37.642
6.8,1.918,0.988,2.833,0.657,155.109,35.318
6.9,1.944,1.0,2.83,0.674,154.566,36.172
7.0,1.929,0.987,2.836,0.65,155.132,34.893
