#z(nm),hydrogen bonding,err
2.6,2.312,0.921,2.744,0.428,158.426,24.675
2.7,2.235,0.906,2.755,0.435,158.274,24.911
2.8,2.3,0.917,2.759,0.415,158.729,23.773
2.9,2.313,0.908,2.759,0.41,158.824,23.524
3.0,2.332,0.917,2.756,0.428,158.551,24.54
3.1,2.389,0.896,2.756,0.352,159.88,20.27
3.2,2.408,0.907,2.781,0.354,159.796,20.194
3.3,2.391,0.915,2.781,0.37,159.575,21.091
3.4,2.367,0.919,2.772,0.399,159.237,22.757
3.5,2.405,0.916,2.774,0.368,159.671,21.021
3.6,2.42,0.923,2.778,0.367,159.755,20.961
3.7,2.478,0.923,2.765,0.353,160.119,20.241
3.8,2.519,0.936,2.773,0.349,160.206,20.032
3.9,2.5,0.924,2.779,0.334,160.196,19.197
4.0,2.527,0.927,2.76,0.342,160.179,19.722
4.1,2.561,0.923,2.763,0.317,160.656,18.219
4.2,2.359,0.923,2.775,0.396,159.122,22.531
4.3,2.255,0.897,2.769,0.433,158.384,24.585
4.4,2.366,0.925,2.771,0.394,159.297,22.505
4.5,2.453,0.92,2.764,0.366,159.801,20.996
4.6,2.415,0.916,2.754,0.362,159.902,20.866
4.7,2.338,0.916,2.76,0.377,159.533,21.673
4.8,2.288,0.916,2.751,0.418,158.738,24.0
4.9,2.261,0.916,2.744,0.436,158.29,25.053
5.0,2.549,0.943,2.78,0.343,160.142,19.602
5.1,2.598,0.939,2.779,0.332,160.394,19.075
5.2,2.435,0.912,2.785,0.334,160.348,19.06
5.3,2.424,0.917,2.77,0.38,159.689,21.763
5.4,2.412,0.929,2.771,0.384,159.396,21.964
5.5,2.413,0.924,2.77,0.384,159.407,21.926
5.6,2.45,0.906,2.777,0.345,160.199,19.742
5.7,2.48,0.922,2.781,0.348,160.064,19.846
5.8,2.48,0.933,2.779,0.363,159.877,20.734
5.9,2.437,0.926,2.78,0.369,159.768,21.044
6.0,2.407,0.929,2.776,0.406,159.166,23.149
6.1,2.384,0.919,2.786,0.391,159.292,22.221
6.2,2.378,0.924,2.78,0.402,159.159,22.928
6.3,2.41,0.923,2.781,0.397,159.164,22.606
6.4,2.37,0.923,2.793,0.376,159.538,21.38
6.5,2.362,0.928,2.786,0.399,159.124,22.708
6.6,2.38,0.922,2.788,0.39,159.241,22.189
6.7,2.372,0.917,2.792,0.375,159.595,21.303
6.8,2.353,0.932,2.786,0.399,159.173,22.682
6.9,2.366,0.924,2.783,0.412,159.004,23.462
7.0,2.387,0.925,2.778,0.424,158.667,24.098
