#z(nm),hydrogen bonding,err
2.6,2.066,0.93,2.736,0.53,156.111,30.086
2.7,2.159,0.919,2.746,0.483,157.435,27.538
2.8,2.362,0.933,2.758,0.406,158.982,23.282
2.9,2.227,0.888,2.744,0.411,158.682,23.667
3.0,2.299,0.902,2.766,0.396,159.012,22.668
3.1,2.282,0.929,2.753,0.425,158.561,24.369
3.2,2.359,0.92,2.765,0.404,158.971,23.106
3.3,2.445,0.937,2.777,0.387,159.421,22.13
3.4,2.399,0.929,2.781,0.384,159.249,21.91
3.5,2.419,0.921,2.783,0.377,159.518,21.526
3.6,2.393,0.916,2.78,0.375,159.537,21.402
3.7,2.345,0.926,2.766,0.421,158.681,24.063
3.8,2.37,0.927,2.781,0.372,159.498,21.204
3.9,2.373,0.922,2.767,0.389,159.186,22.235
4.0,2.353,0.928,2.77,0.397,159.135,22.747
4.1,2.393,0.934,2.772,0.411,158.952,23.538
4.2,2.396,0.912,2.79,0.363,159.785,20.658
4.3,2.324,0.924,2.768,0.411,158.877,23.484
4.4,2.256,0.924,2.759,0.439,158.256,25.068
4.5,2.287,0.917,2.769,0.418,158.671,23.826
4.6,2.365,0.923,2.771,0.41,158.997,23.421
4.7,2.403,0.917,2.782,0.364,159.789,20.799
4.8,2.366,0.923,2.773,0.405,159.054,23.107
4.9,2.367,0.929,2.779,0.404,159.061,23.0
5.0,2.344,0.909,2.776,0.401,159.019,22.878
5.1,2.352,0.918,2.769,0.429,158.661,24.46
5.2,2.381,0.924,2.773,0.413,158.795,23.536
5.3,2.376,0.92,2.783,0.387,159.319,22.027
5.4,2.376,0.929,2.782,0.405,159.011,23.024
5.5,2.391,0.918,2.787,0.391,159.297,22.298
5.6,2.378,0.921,2.783,0.398,159.221,22.691
5.7,2.375,0.924,2.787,0.382,159.413,21.754
5.8,2.388,0.914,2.792,0.374,159.626,21.274
5.9,2.385,0.925,2.781,0.41,158.927,23.323
6.0,2.375,0.933,2.774,0.431,158.615,24.527
6.1,2.356,0.914,2.785,0.402,159.095,22.902
6.2,2.367,0.919,2.794,0.378,159.482,21.45
6.3,2.364,0.931,2.775,0.431,158.57,24.562
6.4,2.374,0.925,2.783,0.407,158.961,23.143
6.5,2.362,0.934,2.786,0.401,159.141,22.833
6.6,2.373,0.919,2.789,0.385,159.395,21.917
6.7,2.362,0.929,2.78,0.417,158.792,23.727
6.8,2.362,0.917,2.789,0.393,159.162,22.336
6.9,2.358,0.925,2.786,0.401,159.136,22.825
7.0,2.371,0.924,2.782,0.408,159.004,23.242
